PRIMARY_KEY,Sports
8050,"FED_103"
8074,"FED_123"
8079,"FED_128"
8108,"FED_218"
8115,"FED_125"
8136,"FED_242"
8159,"FED_105"
8171,"FED_105"
8174,"FED_129"
8201,"FED_605"
8220,"FED_128"
8221,"FED_103"
8257,"FED_248"
8265,"FED_248"
8267,"FED_261"
8280,"FED_115"
8307,"FED_111"
8314,"FED_215"
8329,"FED_209"
8331,"FED_403"
8333,"FED_109"
8340,"FED_133"
8360,"FED_125"
8384,"FED_410"
8410,"FED_410"
8423,"FED_413"
8489,"FED_125"
8514,"FED_134"
8521,"FED_129"
8526,"FED_109"
8538,"FED_123"
8548,"FED_122"
8561,"FED_119"
8576,"FED_407"
8589,"FED_128"
8599,"FED_109"
8603,"FED_257"
8609,"FED_123"
8610,"FED_129"
8630,"FED_113"
8638,"FED_111"
8658,"FED_221"
8665,"FED_111"
8733,"FED_125"
8780,"FED_112"
8796,"FED_111"
8820,"FED_123"
8831,"FED_111"
8876,"FED_132"
8877,"FED_123"
8886,"FED_257"
8894,"FED_134"
8917,"FED_245"
8930,"FED_605"
9022,"FED_249"
9027,"FED_404"
9057,"FED_245"
9061,"FED_131"
9078,"FED_410"
9082,"FED_219"
9093,"FED_503"
9111,"FED_602"
9130,"FED_117"
9157,"FED_132"
9158,"FED_125"
9186,"FED_604"
9197,"FED_602"
9205,"FED_125"
9242,"FED_111"
9257,"FED_402"
9260,"FED_242"
9283,"FED_132"
9288,"FED_210"
9318,"FED_101"
9345,"FED_111"
9409,"FED_245"
9435,"FED_101"
9453,"FED_218"
9466,"FED_402"
9524,"FED_410"
9530,"FED_410"
9531,"FED_132"
9561,"FED_123"
9582,"FED_405"
9616,"FED_219"
9627,"FED_410"
9657,"FED_402"
9687,"FED_604"
9691,"FED_404"
9714,"FED_135"
9786,"FED_601"
9795,"FED_243"
9866,"FED_111"
9912,"FED_135"
9959,"FED_117"
10011,"FED_111"
10028,"FED_603"
10030,"FED_119"
10043,"FED_410"
10051,"FED_401"
10060,"FED_413"
10088,"FED_602"
10095,"FED_132"
10103,"FED_132"
10105,"FED_123"
10160,"FED_101"
10187,"FED_420"
10215,"FED_128"
10232,"FED_128"
10236,"FED_111"
10261,"FED_111"
10284,"FED_115"
10287,"FED_123"
10288,"FED_105"
10290,"FED_111"
10298,"FED_129"
10307,"FED_111"
10331,"FED_602"
10348,"FED_128"
10360,"FED_413"
10364,"FED_109"
10384,"FED_410"
10403,"FED_106"
10409,"FED_105"
10410,"FED_503"
10418,"FED_403"
10451,"FED_103"
10452,"FED_249"
10454,"FED_101"
10462,"FED_111"
10469,"FED_105"
10499,"FED_604"
10557,"FED_251"
10564,"FED_137"
10565,"FED_132"
10570,"FED_111"
10578,"FED_123"
10580,"FED_212"
10602,"FED_115"
10633,"FED_105"
10644,"FED_109"
10648,"FED_202"
10708,"FED_604"
10749,"FED_111"
10767,"FED_220"
10777,"FED_209"
10779,"FED_117"
10791,"FED_117"
10802,"FED_402"
10823,"FED_413"
10825,"FED_115"
10864,"FED_109"
10880,"FED_604"
10887,"FED_123"
10912,"FED_403"
10927,"FED_111"
10931,"FED_108"
10943,"FED_106"
11007,"FED_123"
11009,"FED_111"
11030,"FED_109"
11048,"FED_123"
11058,"FED_209"
11073,"FED_132"
11094,"FED_402"
11132,"FED_118"
11136,"FED_111"
11140,"FED_108"
11154,"FED_602"
11166,"FED_129"
11178,"FED_108"
11179,"FED_111"
11181,"FED_115"
11192,"FED_135"
11203,"FED_602"
11207,"FED_111"
11228,"FED_109"
11236,"FED_135"
11237,"FED_126"
11246,"FED_111"
11279,"FED_221"
11285,"FED_109"
11324,"FED_108"
11325,"FED_202"
11327,"FED_413"
11330,"FED_602"
11343,"FED_602"
11346,"FED_111"
11363,"FED_133"
11391,"FED_111"
11429,"FED_111"
11432,"FED_413"
11436,"FED_132"
11462,"FED_124"
11469,"FED_209"
11479,"FED_105"
11482,"FED_115"
11484,"FED_131"
11489,"FED_201"
11512,"FED_111"
11525,"FED_123"
11531,"FED_233"
11552,"FED_242"
11601,"FED_604"
11626,"FED_105"
11628,"FED_132"
11649,"FED_111"
11665,"FED_117"
11695,"FED_108"
11699,"FED_111"
11710,"FED_128"
11790,"FED_124"
11795,"FED_413"
11798,"FED_111"
11800,"FED_242"
11808,"FED_109"
11810,"FED_111"
11837,"FED_123"
11858,"FED_413"
11888,"FED_402"
11896,"FED_109"
11913,"FED_124"
11922,"FED_402"
11928,"FED_125"
11930,"FED_209"
11935,"FED_102"
11951,"FED_242"
11965,"FED_125"
11975,"FED_115"
11996,"FED_242"
12003,"FED_119"
12067,"FED_111"
12077,"FED_401"
12083,"FED_402"
12097,"FED_233"
12098,"FED_101"
12123,"FED_101"
12135,"FED_401"
12178,"FED_245"
12185,"FED_109"
12193,"FED_503"
12197,"FED_103"
12204,"FED_210"
12210,"FED_111"
12226,"FED_413"
12238,"FED_119"
12248,"FED_132"
12279,"FED_107"
12312,"FED_125"
12322,"FED_111"
12325,"FED_245"
12342,"FED_413"
12364,"FED_413"
12371,"FED_402"
12374,"FED_111"
12384,"FED_254"
12402,"FED_402"
12417,"FED_113"
12425,"FED_415"
12430,"FED_128"
12445,"FED_111"
12448,"FED_117"
12493,"FED_117"
12545,"FED_404"
12562,"FED_132"
12566,"FED_111"
12567,"FED_105"
12575,"FED_105"
12599,"FED_111"
12657,"FED_604"
12671,"FED_123"
12679,"FED_106"
12720,"FED_420"
12728,"FED_133"
12731,"FED_210"
12732,"FED_111"
12736,"FED_132"
12766,"FED_402"
12785,"FED_111"
12797,"FED_128"
12800,"FED_132"
12803,"FED_132"
12808,"FED_105"
12835,"FED_111"
12836,"FED_249"
12860,"FED_132"
12876,"FED_242"
12890,"FED_115"
12901,"FED_119"
12904,"FED_132"
12943,"FED_109"
12964,"FED_109"
12965,"FED_111"
12968,"FED_420"
12969,"FED_402"
12978,"FED_103"
12980,"FED_233"
12991,"FED_123"
12992,"FED_221"
13017,"FED_125"
13037,"FED_245"
13056,"FED_114"
13057,"FED_109"
13074,"FED_402"
13094,"FED_125"
13107,"FED_117"
13112,"FED_503"
13138,"FED_108"
13141,"FED_134"
13175,"FED_111"
13186,"FED_402"
13199,"FED_105"
13201,"FED_245"
13233,"FED_101"
13234,"FED_503"
13236,"FED_401"
13239,"FED_245"
13253,"FED_402"
13287,"FED_132"
13310,"FED_604"
13328,"FED_111"
13333,"FED_242"
13362,"FED_126"
13364,"FED_413"
13396,"FED_115"
13418,"FED_257"
13434,"FED_113"
13438,"FED_134"
13467,"FED_221"
13503,"FED_407"
13525,"FED_503"
13532,"FED_111"
13533,"FED_103"
13534,"FED_123"
13551,"FED_125"
13561,"FED_413"
13564,"FED_402"
13574,"FED_221"
13602,"FED_125"
13620,"FED_111"
13622,"FED_105"
13625,"FED_126"
13696,"FED_134"
13715,"FED_111"
13729,"FED_245"
13743,"FED_111"
13778,"FED_245"
13797,"FED_503"
13827,"FED_133"
13832,"FED_111"
13841,"FED_402"
13861,"FED_242"
13867,"FED_135"
13869,"FED_111"
13895,"FED_125"
13897,"FED_413"
13930,"FED_133"
13938,"FED_605"
13975,"FED_413"
13978,"FED_125"
14002,"FED_220"
14010,"FED_109"
14026,"FED_132"
14050,"FED_113"
14078,"FED_242"
14097,"FED_245"
14100,"FED_103"
14113,"FED_111"
14133,"FED_245"
14140,"FED_111"
14144,"FED_111"
14198,"FED_119"
14206,"FED_109"
14254,"FED_123"
14256,"FED_109"
14260,"FED_254"
14268,"FED_101"
14277,"FED_102"
14292,"FED_109"
14329,"FED_245"
14339,"FED_118"
14353,"FED_123"
14360,"FED_103"
14374,"FED_221"
14386,"FED_127"
14387,"FED_221"
14425,"FED_401"
14437,"FED_111"
14468,"FED_132"
14498,"FED_403"
14507,"FED_233"
14556,"FED_109"
14564,"FED_111"
14567,"FED_233"
14589,"FED_134"
14600,"FED_101"
14605,"FED_115"
14646,"FED_413"
14650,"FED_128"
14674,"FED_401"
14687,"FED_128"
14705,"FED_111"
14708,"FED_133"
14709,"FED_221"
14712,"FED_125"
14721,"FED_109"
14734,"FED_245"
14746,"FED_402"
14760,"FED_217"
14772,"FED_111"
14813,"FED_420"
14815,"FED_106"
14839,"FED_109"
14843,"FED_109"
14846,"FED_111"
14853,"FED_111"
14859,"FED_109"
14865,"FED_602"
14873,"FED_403"
14883,"FED_111"
14887,"FED_242"
14902,"FED_117"
14920,"FED_105"
14964,"FED_403"
14966,"FED_108"
14975,"FED_111"
15002,"FED_136"
15006,"FED_111"
15012,"FED_245"
15029,"FED_245"
15038,"FED_111"
15046,"FED_245"
15062,"FED_111"
15083,"FED_123"
15084,"FED_420"
15085,"FED_119"
15093,"FED_111"
15096,"FED_111"
15106,"FED_128"
15110,"FED_249"
15131,"FED_115"
15137,"FED_124"
15147,"FED_134"
15161,"FED_115"
15247,"FED_132"
15255,"FED_245"
15259,"FED_111"
15328,"FED_111"
15331,"FED_127"
15340,"FED_108"
15341,"FED_125"
15373,"FED_403"
15395,"FED_129"
15400,"FED_602"
15414,"FED_111"
15427,"FED_245"
15434,"FED_135"
15467,"FED_111"
15481,"FED_245"
15485,"FED_210"
15492,"FED_403"
15515,"FED_604"
15537,"FED_111"
15538,"FED_111"
15569,"FED_403"
15582,"FED_413"
15602,"FED_132"
15620,"FED_105"
15635,"FED_245"
15667,"FED_111"
15703,"FED_128"
15733,"FED_103"
15743,"FED_103"
15768,"FED_242"
15770,"FED_124"
15784,"FED_111"
15785,"FED_413"
15808,"FED_212"
15839,"FED_111"
15849,"FED_402"
15850,"FED_109"
15871,"FED_233"
15889,"FED_413"
15902,"FED_128"
15904,"FED_604"
15910,"FED_109"
15920,"FED_111"
15924,"FED_242"
15930,"FED_109"
15951,"FED_233"
15983,"FED_119"
15991,"FED_123"
15995,"FED_604"
16004,"FED_111"
16013,"FED_132"
16041,"FED_133"
16059,"FED_132"
16071,"FED_133"
16076,"FED_111"
16080,"FED_115"
16084,"FED_132"
16090,"FED_413"
16153,"FED_115"
16197,"FED_111"
16201,"FED_109"
16230,"FED_124"
16251,"FED_605"
16259,"FED_133"
16286,"FED_133"
16309,"FED_420"
16323,"FED_101"
16327,"FED_401"
16333,"FED_109"
16356,"FED_133"
16363,"FED_402"
16368,"FED_111"
16383,"FED_109"
16411,"FED_420"
16413,"FED_407"
16418,"FED_123"
16431,"FED_402"
16432,"FED_402"
16436,"FED_115"
16473,"FED_249"
16490,"FED_115"
16495,"FED_125"
16498,"FED_109"
16526,"FED_403"
16531,"FED_113"
16553,"FED_111"
16570,"FED_413"
16590,"FED_119"
16630,"FED_420"
16641,"FED_111"
16652,"FED_111"
16664,"FED_413"
16669,"FED_123"
16686,"FED_217"
16696,"FED_111"
16702,"FED_245"
16731,"FED_604"
16772,"FED_111"
16807,"FED_132"
16833,"FED_245"
16859,"FED_134"
16869,"FED_111"
16873,"FED_121"
16879,"FED_111"
16881,"FED_403"
16924,"FED_258"
16930,"FED_602"
16970,"FED_125"
16973,"FED_111"
16976,"FED_133"
16996,"FED_245"
17007,"FED_111"
17017,"FED_404"
17060,"FED_110"
17093,"FED_604"
17101,"FED_258"
17107,"FED_601"
17119,"FED_111"
17126,"FED_123"
17142,"FED_111"
17160,"FED_123"
17185,"FED_242"
17200,"FED_113"
17230,"FED_403"
17234,"FED_221"
17260,"FED_111"
17267,"FED_133"
17271,"FED_221"
17319,"FED_404"
17322,"FED_123"
17369,"FED_132"
17381,"FED_402"
17387,"FED_115"
17392,"FED_133"
17405,"FED_245"
17407,"FED_418"
17416,"FED_420"
17451,"FED_106"
17462,"FED_407"
17465,"FED_123"
17484,"FED_111"
17503,"FED_211"
17516,"FED_133"
17519,"FED_218"
17525,"FED_132"
17540,"FED_111"
17544,"FED_133"
17557,"FED_245"
17564,"FED_105"
17576,"FED_109"
17577,"FED_101"
17585,"FED_109"
17621,"FED_109"
17636,"FED_111"
17642,"FED_105"
17665,"FED_242"
17677,"FED_242"
17690,"FED_123"
17704,"FED_401"
17706,"FED_402"
17707,"FED_133"
17714,"FED_503"
17746,"FED_101"
17750,"FED_111"
17770,"FED_111"
17789,"FED_233"
17791,"FED_109"
17839,"FED_132"
17842,"FED_108"
17845,"FED_127"
17864,"FED_108"
17868,"FED_245"
17883,"FED_245"
17889,"FED_123"
17896,"FED_417"
17915,"FED_123"
17918,"FED_245"
17935,"FED_109"
18008,"FED_402"
18041,"FED_242"
18044,"FED_114"
18081,"FED_242"
18092,"FED_402"
18103,"FED_402"
18106,"FED_111"
18110,"FED_242"
18113,"FED_125"
18116,"FED_133"
18119,"FED_413"
18149,"FED_117"
18150,"FED_402"
18156,"FED_242"
18178,"FED_245"
18191,"FED_105"
18195,"FED_211"
18248,"FED_605"
18271,"FED_123"
18276,"FED_402"
18280,"FED_257"
18284,"FED_109"
18293,"FED_123"
18349,"FED_402"
18366,"FED_123"
18372,"FED_402"
18381,"FED_123"
18387,"FED_134"
18388,"FED_109"
18396,"FED_111"
18427,"FED_218"
18428,"FED_245"
18430,"FED_123"
18435,"FED_402"
18452,"FED_119"
18454,"FED_402"
18464,"FED_219"
18471,"FED_110"
18472,"FED_258"
18507,"FED_413"
18520,"FED_209"
18538,"FED_402"
18539,"FED_202"
18549,"FED_413"
18554,"FED_103"
18574,"FED_604"
18609,"FED_402"
18640,"FED_111"
18654,"FED_134"
18684,"FED_111"
18687,"FED_111"
18688,"FED_605"
18696,"FED_136"
18710,"FED_127"
18711,"FED_119"
18737,"FED_402"
18751,"FED_605"
18769,"FED_245"
18777,"FED_124"
18788,"FED_107"
18793,"FED_123"
18815,"FED_111"
18821,"FED_112"
18835,"FED_245"
18852,"FED_125"
18869,"FED_101"
18870,"FED_123"
18879,"FED_402"
18882,"FED_105"
18892,"FED_111"
18903,"FED_111"
18908,"FED_101"
18909,"FED_115"
18913,"FED_128"
18946,"FED_123"
18957,"FED_604"
18965,"FED_123"
18968,"FED_402"
18984,"FED_111"
18994,"FED_123"
19001,"FED_604"
19055,"FED_109"
19061,"FED_219"
19063,"FED_105"
19091,"FED_101"
19104,"FED_604"
19122,"FED_402"
19127,"FED_402"
19141,"FED_402"
19147,"FED_601"
19153,"FED_503"
19194,"FED_117"
19196,"FED_115"
19255,"FED_402"
19260,"FED_261"
19263,"FED_105"
19272,"FED_127"
19274,"FED_402"
19287,"FED_117"
19294,"FED_604"
19301,"FED_604"
19306,"FED_221"
19331,"FED_126"
19347,"FED_267"
19355,"FED_403"
19362,"FED_413"
19370,"FED_219"
19379,"FED_123"
19382,"FED_109"
19383,"FED_107"
19400,"FED_111"
19406,"FED_402"
19410,"FED_604"
19445,"FED_111"
19454,"FED_604"
19478,"FED_242"
19484,"FED_413"
19505,"FED_103"
19509,"FED_420"
19524,"FED_402"
19546,"FED_413"
19569,"FED_123"
19570,"FED_402"
19596,"FED_134"
19601,"FED_111"
19617,"FED_402"
19638,"FED_128"
19640,"FED_109"
19648,"FED_111"
19656,"FED_125"
19658,"FED_124"
19670,"FED_111"
19685,"FED_402"
19686,"FED_264"
19724,"FED_123"
19730,"FED_103"
19731,"FED_132"
19746,"FED_111"
19750,"FED_410"
19784,"FED_132"
19806,"FED_413"
19818,"FED_111"
19820,"FED_123"
19829,"FED_109"
19857,"FED_117"
19945,"FED_220"
19964,"FED_242"
20007,"FED_132"
20031,"FED_123"
20078,"FED_123"
20091,"FED_132"
20108,"FED_107"
20110,"FED_420"
20111,"FED_129"
20124,"FED_126"
20135,"FED_242"
20158,"FED_111"
20180,"FED_111"
20181,"FED_221"
20183,"FED_111"
20198,"FED_602"
20219,"FED_602"
20247,"FED_503"
20255,"FED_128"
20268,"FED_123"
20280,"FED_111"
20292,"FED_407"
20298,"FED_132"
20330,"FED_233"
20332,"FED_135"
20356,"FED_111"
20372,"FED_410"
20387,"FED_128"
20388,"FED_123"
20405,"FED_133"
20412,"FED_403"
20413,"FED_221"
20414,"FED_403"
20429,"FED_403"
20440,"FED_503"
20442,"FED_111"
20459,"FED_111"
20460,"FED_503"
20475,"FED_420"
20477,"FED_242"
20505,"FED_242"
20526,"FED_403"
20544,"FED_403"
20550,"FED_111"
20574,"FED_410"
20584,"FED_132"
20600,"FED_126"
20618,"FED_217"
20639,"FED_602"
20656,"FED_602"
20657,"FED_242"
20671,"FED_403"
20696,"FED_126"
20700,"FED_123"
20701,"FED_132"
20719,"FED_101"
20723,"FED_117"
20729,"FED_117"
20730,"FED_245"
20745,"FED_124"
20749,"FED_403"
20770,"FED_601"
20793,"FED_123"
20794,"FED_134"
20805,"FED_413"
20806,"FED_242"
20808,"FED_602"
20810,"FED_111"
20811,"FED_410"
20832,"FED_602"
20881,"FED_602"
20884,"FED_102"
20891,"FED_128"
20905,"FED_128"
20907,"FED_410"
20909,"FED_413"
20925,"FED_602"
20928,"FED_602"
20936,"FED_402"
20937,"FED_123"
20951,"FED_108"
20956,"FED_261"
20962,"FED_111"
20971,"FED_111"
20994,"FED_218"
21005,"FED_113"
21020,"FED_124"
21021,"FED_111"
21026,"FED_602"
21045,"FED_111"
21052,"FED_604"
21074,"FED_403"
21085,"FED_119"
21086,"FED_137"
21090,"FED_413"
21123,"FED_242"
21128,"FED_403"
21133,"FED_105"
21141,"FED_217"
21152,"FED_111"
21164,"FED_261"
21167,"FED_111"
21180,"FED_125"
21181,"FED_403"
21189,"FED_237"
21212,"FED_111"
21217,"FED_111"
21225,"FED_105"
21234,"FED_111"
21261,"FED_402"
21277,"FED_601"
21282,"FED_410"
21291,"FED_221"
21294,"FED_604"
